"slug","name","activity_slug","round_or_number","author_slugs","keyword_slugs","puzzle_page","solution_page"
"reef-2048-text-cipher-puzzle","礁石：2048文字密码谜题","pnku-1","镜里观花者的剪影-#6","winfrid","9-keyboard,chinese-character-code,chinese-character-shape","https://pku1.miaomiaomiao.com.cn/puzzle/33","https://pku1.miaomiaomiao.com.cn/puzzle/33"
"island-sing-for-you","岛屿：为了你唱下去","pnku-1","镜里观花者的剪影-#7","winfrid","caesar-cipher,semaphore,braille,music-video,lyrics,vocaloid","https://pku1.miaomiaomiao.com.cn/puzzle/34","https://pku1.miaomiaomiao.com.cn/puzzle/34"
"reef-chess","礁石：弈","pnku-1","镜里观花者的剪影-#8","winfrid","ascii,chinese-character-code,function,weiqi,vocaloid","https://pku1.miaomiaomiao.com.cn/puzzle/35","https://pku1.miaomiaomiao.com.cn/puzzle/35"
"24-s-flower-trade-wind","二十四番花信风","pnku-2","Final Meta","winfrid,mountain-south","poetry,flower-letter-wind","https://pnku2.pkupuzzle.art/#/game/final","https://puzzle-and-key-universe.gitbook.io/puzzle-and-key-universe-2-archive/p-and-ku2-be-spring/mi-ti-jie-xi-yu-fu-yan/zhong-zhang/er-shi-si-fan-hua-xin-feng"
"meta-spring-breeze-title","Meta：春风衔笺","pnku-2","Meta Meta","winfrid","chinese-character-shape,bilibili,meta-matching","https://pnku2.pkupuzzle.art/#/game/miyue/be_spring_meta","https://puzzle-and-key-universe.gitbook.io/puzzle-and-key-universe-2-archive/p-and-ku2-be-spring/mi-ti-jie-xi-yu-fu-yan/mi-yue-qu/meta-chun-feng-xian-jian"
"the-first-puzzle","第一道题","pnku-2","芈雨-#1","yu-mu-hua,winfrid","morse-code,pigpen,semaphore,braille,minesweeper,chinese-character-form-phrases,chinese-character-riddle,sub-puzzle","https://pnku2.pkupuzzle.art/#/game/miyu/prob_01","https://puzzle-and-key-universe.gitbook.io/puzzle-and-key-universe-2-archive/p-and-ku2-be-spring/mi-ti-jie-xi-yu-fu-yan/mi-yu-qu/di-yi-dao-ti"
"operation-guzheng","古筝行动","pnku-2","芈雨-#10","winfrid","chinese-character-shape","https://pnku2.pkupuzzle.art/#/game/miyu/prob_10","https://puzzle-and-key-universe.gitbook.io/puzzle-and-key-universe-2-archive/p-and-ku2-be-spring/mi-ti-jie-xi-yu-fu-yan/mi-yu-qu/gu-zheng-hang-dong"
"searching-arrows","寻箭","pnku-2","芈雨-#11","may","yajilin","https://pnku2.pkupuzzle.art/#/game/miyu/prob_11","https://puzzle-and-key-universe.gitbook.io/puzzle-and-key-universe-2-archive/p-and-ku2-be-spring/mi-ti-jie-xi-yu-fu-yan/mi-yu-qu/xun-jian"
"the-turbid-shadow-of-time","时之浊影","pnku-2","芈雨-#12","yu-mu-hua","chinese-character-shape","https://pnku2.pkupuzzle.art/#/game/miyu/prob_12","https://puzzle-and-key-universe.gitbook.io/puzzle-and-key-universe-2-archive/p-and-ku2-be-spring/mi-ti-jie-xi-yu-fu-yan/mi-yu-qu/shi-zhi-zhuo-ying"
"dont-buy-pirated-books-when-solve-puzzles","做题别买盗版书","pnku-2","芈雨-#13","may","lits,snake,aquarium,coral,kurodoko","https://pnku2.pkupuzzle.art/#/game/miyu/prob_13","https://puzzle-and-key-universe.gitbook.io/puzzle-and-key-universe-2-archive/p-and-ku2-be-spring/mi-ti-jie-xi-yu-fu-yan/mi-yu-qu/zuo-ti-bie-mai-dao-ban-shu"
"mi-yu-fish-and-mi-riddle","芈雨的鱼与米的谜语","pnku-2","芈雨-#14","may","tongue-twister,anti-tangent-code,emoji","https://pnku2.pkupuzzle.art/#/game/miyu/prob_14","https://puzzle-and-key-universe.gitbook.io/puzzle-and-key-universe-2-archive/p-and-ku2-be-spring/mi-ti-jie-xi-yu-fu-yan/mi-yu-qu/mi-yu-de-yu-yu-mi-de-mi-yu"
"can-bionic-blind-people-dream-of-digital-sheep","仿生盲人会梦见数码羊吗","pnku-2","芈雨-#15","may","braille,xor,pinyin","https://pnku2.pkupuzzle.art/#/game/miyu/prob_15","https://puzzle-and-key-universe.gitbook.io/puzzle-and-key-universe-2-archive/p-and-ku2-be-spring/mi-ti-jie-xi-yu-fu-yan/mi-yu-qu/fang-sheng-mang-ren-hui-meng-jian-shu-ma-yang-ma"
"a-word-of-photography","写真一言","pnku-2","芈雨-#16","may,winfrid","meme","https://pnku2.pkupuzzle.art/#/game/miyu/prob_16","https://puzzle-and-key-universe.gitbook.io/puzzle-and-key-universe-2-archive/p-and-ku2-be-spring/mi-ti-jie-xi-yu-fu-yan/mi-yu-qu/xie-zhen-yi-yan"
"postcard","明信片","pnku-2","芈雨-#17","may,winfrid","paper-folding,sub-puzzle","https://pnku2.pkupuzzle.art/#/game/miyu/prob_17","https://puzzle-and-key-universe.gitbook.io/puzzle-and-key-universe-2-archive/p-and-ku2-be-spring/mi-ti-jie-xi-yu-fu-yan/mi-yu-qu/ming-xin-pian"
"mi-yu-black-box","芈雨的黑箱","pnku-2","芈雨-#18","yu-mu-hua","universal-standardized-chinese-character-list,black-box-reasoning","https://pnku2.pkupuzzle.art/#/game/miyu/prob_18","https://puzzle-and-key-universe.gitbook.io/puzzle-and-key-universe-2-archive/p-and-ku2-be-spring/mi-ti-jie-xi-yu-fu-yan/mi-yu-qu/mi-yu-de-hei-xiang"
"where-is-my-friend","我的朋友在哪里","pnku-2","芈雨-#19","may","sub-puzzle","https://pnku2.pkupuzzle.art/#/game/miyu/prob_19","https://puzzle-and-key-universe.gitbook.io/puzzle-and-key-universe-2-archive/p-and-ku2-be-spring/mi-ti-jie-xi-yu-fu-yan/mi-yu-qu/wo-de-peng-you-zai-na-li"
"copywriting","字帖","pnku-2","芈雨-#2","winfrid","chinese-character-shape,chinese-character-structure,pictography","https://pnku2.pkupuzzle.art/#/game/miyu/prob_02","https://puzzle-and-key-universe.gitbook.io/puzzle-and-key-universe-2-archive/p-and-ku2-be-spring/mi-ti-jie-xi-yu-fu-yan/mi-yu-qu/zi-tie"
"sculpture-art","雕刻艺术","pnku-2","芈雨-#20","winfrid","pictography","https://pnku2.pkupuzzle.art/#/game/miyu/prob_20","https://puzzle-and-key-universe.gitbook.io/puzzle-and-key-universe-2-archive/p-and-ku2-be-spring/mi-ti-jie-xi-yu-fu-yan/mi-yu-qu/diao-ke-yi-shu"
"qualified-lantern-riddles","合格的灯谜","pnku-2","芈雨-#21","may","chinese-character-riddle","https://pnku2.pkupuzzle.art/#/game/miyu/prob_21","https://puzzle-and-key-universe.gitbook.io/puzzle-and-key-universe-2-archive/p-and-ku2-be-spring/mi-ti-jie-xi-yu-fu-yan/mi-yu-qu/he-ge-de-deng-mi"
"walking-on-the-small-path-between-cities","走在城间的小路上","pnku-2","芈雨-#22","may,yu-mu-hua","network-mistake,license-plate","https://pnku2.pkupuzzle.art/#/game/miyu/prob_22","https://puzzle-and-key-universe.gitbook.io/puzzle-and-key-universe-2-archive/p-and-ku2-be-spring/mi-ti-jie-xi-yu-fu-yan/mi-yu-qu/zou-zai-cheng-jian-de-xiao-lu-shang"
"bookworms-evolution","书虫的进化","pnku-2","芈雨-#23","winfrid","9-keyboard,bilibili","https://pnku2.pkupuzzle.art/#/game/miyu/prob_23","https://puzzle-and-key-universe.gitbook.io/puzzle-and-key-universe-2-archive/p-and-ku2-be-spring/mi-ti-jie-xi-yu-fu-yan/mi-yu-qu/shu-chong-de-jin-hua"
"sticky-note-paper","便签纸","pnku-2","芈雨-#24","winfrid","chinese-character-form-phrases","https://pnku2.pkupuzzle.art/#/game/miyu/prob_24","https://puzzle-and-key-universe.gitbook.io/puzzle-and-key-universe-2-archive/p-and-ku2-be-spring/mi-ti-jie-xi-yu-fu-yan/mi-yu-qu/bian-qian-zhi"
"hiddle-crowdfunding-model","谜兜众筹模式","pnku-2","芈雨-#3","may","hiddle","https://pnku2.pkupuzzle.art/#/game/miyu/prob_03","https://puzzle-and-key-universe.gitbook.io/puzzle-and-key-universe-2-archive/p-and-ku2-be-spring/mi-ti-jie-xi-yu-fu-yan/mi-yu-qu/mi-dou-zhong-chou-mo-shi"
"new-game-launch-event","新游戏发布会","pnku-2","芈雨-#4","may","jigsaw","https://pnku2.pkupuzzle.art/#/game/miyu/prob_04","https://puzzle-and-key-universe.gitbook.io/puzzle-and-key-universe-2-archive/p-and-ku2-be-spring/mi-ti-jie-xi-yu-fu-yan/mi-yu-qu/xin-you-xi-fa-bu-hui"
"broken-bamboo-slips","破碎的竹简","pnku-2","芈雨-#5","may,winfrid","idiom-and-colloquialism","https://pnku2.pkupuzzle.art/#/game/miyu/prob_05","https://puzzle-and-key-universe.gitbook.io/puzzle-and-key-universe-2-archive/p-and-ku2-be-spring/mi-ti-jie-xi-yu-fu-yan/mi-yu-qu/po-sui-de-zhu-jian"
"moonlight-screen-window","月照纱窗","pnku-2","芈雨-#6","yu-mu-hua","chinese-character-shape,idiom-and-colloquialism","https://pnku2.pkupuzzle.art/#/game/miyu/prob_06","https://puzzle-and-key-universe.gitbook.io/puzzle-and-key-universe-2-archive/p-and-ku2-be-spring/mi-ti-jie-xi-yu-fu-yan/mi-yu-qu/yue-zhao-sha-chuang"
"cat","猫","pnku-2","芈雨-#7","yellow-old-9","peking-university-cat-association","https://pnku2.pkupuzzle.art/#/game/miyu/prob_07","https://puzzle-and-key-universe.gitbook.io/puzzle-and-key-universe-2-archive/p-and-ku2-be-spring/mi-ti-jie-xi-yu-fu-yan/mi-yu-qu/mao"
"unknown-audio","未知音频","pnku-2","芈雨-#8","yu-mu-hua,winfrid","spring-festival-gala-show","https://pnku2.pkupuzzle.art/#/game/miyu/prob_08","https://puzzle-and-key-universe.gitbook.io/puzzle-and-key-universe-2-archive/p-and-ku2-be-spring/mi-ti-jie-xi-yu-fu-yan/mi-yu-qu/wei-zhi-yin-pin"
"the-eternal-magic-bool","万古大魔法书","pnku-2","芈雨-#9","yu-mu-hua,winfrid","chinese-character-comprehensive","https://pnku2.pkupuzzle.art/#/game/miyu/prob_09","https://puzzle-and-key-universe.gitbook.io/puzzle-and-key-universe-2-archive/p-and-ku2-be-spring/mi-ti-jie-xi-yu-fu-yan/mi-yu-qu/wan-gu-da-mo-fa-shu"
"meta-secret-language-of-spring","Meta：春之秘语","pnku-2","芈雨-Meta","winfrid","poetry,jigsaw,back-solve","https://pnku2.pkupuzzle.art/#/game/miyu/first_meta","https://puzzle-and-key-universe.gitbook.io/puzzle-and-key-universe-2-archive/p-and-ku2-be-spring/mi-ti-jie-xi-yu-fu-yan/mi-yu-qu/meta-chun-zhi-mi-yu"
"harmony-of-proposition-group-is-unparalleled","命题组的和睦无与伦比","pnku-2","觅月-冬-#1","may","semaphore,international-code-flags,pictography","https://pnku2.pkupuzzle.art/#/game/miyue/winter_01","https://puzzle-and-key-universe.gitbook.io/puzzle-and-key-universe-2-archive/p-and-ku2-be-spring/mi-ti-jie-xi-yu-fu-yan/mi-yue-qu/ming-ti-zu-de-he-mu-wu-yu-lun-bi"
"this-puzzle-contains-private-goods","此题有私货夹带","pnku-2","觅月-冬-#2","winfrid","university-emblem,university-abbr","https://pnku2.pkupuzzle.art/#/game/miyue/winter_02","https://puzzle-and-key-universe.gitbook.io/puzzle-and-key-universe-2-archive/p-and-ku2-be-spring/mi-ti-jie-xi-yu-fu-yan/mi-yue-qu/ci-ti-you-si-huo-jia-dai"
"impromptu","即兴","pnku-2","觅月-冬-#3","light-night","chinese-character-shape,compound-word","https://pnku2.pkupuzzle.art/#/game/miyue/winter_03","https://puzzle-and-key-universe.gitbook.io/puzzle-and-key-universe-2-archive/p-and-ku2-be-spring/mi-ti-jie-xi-yu-fu-yan/mi-yue-qu/ji-xing"
"naming-not-spread-falsely","命名毋以讹传之","pnku-2","觅月-冬-#4","may","slither-link","https://pnku2.pkupuzzle.art/#/game/miyue/winter_04","https://puzzle-and-key-universe.gitbook.io/puzzle-and-key-universe-2-archive/p-and-ku2-be-spring/mi-ti-jie-xi-yu-fu-yan/mi-yue-qu/ming-ming-wu-yiechuan-zhi"
"down-fun-show","下饭秀","pnku-2","觅月-冬-#5","may","chemical-element","https://pnku2.pkupuzzle.art/#/game/miyue/winter_05","https://puzzle-and-key-universe.gitbook.io/puzzle-and-key-universe-2-archive/p-and-ku2-be-spring/mi-ti-jie-xi-yu-fu-yan/mi-yue-qu/xia-fan-xiu"
"freedom-to-start-a-new-line-again","再另起一行的自由","pnku-2","觅月-冬-#6","winfrid","modern-poetry","https://pnku2.pkupuzzle.art/#/game/miyue/winter_06","https://puzzle-and-key-universe.gitbook.io/puzzle-and-key-universe-2-archive/p-and-ku2-be-spring/mi-ti-jie-xi-yu-fu-yan/mi-yue-qu/zai-ling-qi-yi-hang-de-zi-you"
"meta-winter","Meta：冬","pnku-2","觅月-冬-Meta","winfrid,potto,favorski","metro","https://pnku2.pkupuzzle.art/#/game/miyue/winter_meta","https://puzzle-and-key-universe.gitbook.io/puzzle-and-key-universe-2-archive/p-and-ku2-be-spring/mi-ti-jie-xi-yu-fu-yan/mi-yue-qu/meta-dong"
"tencent-use-heart-custom-card","十分用心的定制卡","pnku-2","觅月-夏-#1","winfrid","ascii","https://pnku2.pkupuzzle.art/#/game/miyue/summer_01","https://puzzle-and-key-universe.gitbook.io/puzzle-and-key-universe-2-archive/p-and-ku2-be-spring/mi-ti-jie-xi-yu-fu-yan/mi-yue-qu/shi-fen-yong-xin-de-ding-zhi-ka"
"i-am-multi-langue-speaker-2","爱慕猫体邻国斯必克二","pnku-2","觅月-夏-#10","river","pigpen,semaphore,roman-numeral,shadow,japanese,korean,multilingual,crossword,yin-biao","https://pnku2.pkupuzzle.art/#/game/miyue/summer_10","https://puzzle-and-key-universe.gitbook.io/puzzle-and-key-universe-2-archive/p-and-ku2-be-spring/mi-ti-jie-xi-yu-fu-yan/mi-yue-qu/ai-mu-mao-ti-lin-guo-si-bi-ke-er"
"outside-coffee-shop-ordinary-summer","咖啡店外平凡的那个夏天","pnku-2","觅月-夏-#2","birth-struggle","morse-code","https://pnku2.pkupuzzle.art/#/game/miyue/summer_02","https://puzzle-and-key-universe.gitbook.io/puzzle-and-key-universe-2-archive/p-and-ku2-be-spring/mi-ti-jie-xi-yu-fu-yan/mi-yue-qu/ga-fei-dian-wai-ping-fan-de-na-ge-xia-tian"
"welcome-national-translation-pro-qualification-exam","欢迎您参加全国翻译专业资格考试","pnku-2","觅月-夏-#3","winfrid","single-table,chemical-element","https://pnku2.pkupuzzle.art/#/game/miyue/summer_03","https://puzzle-and-key-universe.gitbook.io/puzzle-and-key-universe-2-archive/p-and-ku2-be-spring/mi-ti-jie-xi-yu-fu-yan/mi-yue-qu/huan-ying-nin-can-jia-quan-guo-fan-yi-zhuan-ye-zi-ge-kao-shi"
"de-de-poem","的的赋","pnku-2","觅月-夏-#4","winfrid","morse-code,drop-quote,chinese-character-form-phrases","https://pnku2.pkupuzzle.art/#/game/miyue/summer_04","https://puzzle-and-key-universe.gitbook.io/puzzle-and-key-universe-2-archive/p-and-ku2-be-spring/mi-ti-jie-xi-yu-fu-yan/mi-yue-qu/de-de-fu"
"a-few-points-of-refinement","几点疏雅","pnku-2","觅月-夏-#5","winfrid","evangelion,pictography","https://pnku2.pkupuzzle.art/#/game/miyue/summer_05","https://puzzle-and-key-universe.gitbook.io/puzzle-and-key-universe-2-archive/p-and-ku2-be-spring/mi-ti-jie-xi-yu-fu-yan/mi-yue-qu/ji-dian-shu-ya"
"maze-annoying-want-lie-flat","这迷宫让人烦得只想躺平","pnku-2","觅月-夏-#6","may","labyrinth,dice,pictography","https://pnku2.pkupuzzle.art/#/game/miyue/summer_06","https://puzzle-and-key-universe.gitbook.io/puzzle-and-key-universe-2-archive/p-and-ku2-be-spring/mi-ti-jie-xi-yu-fu-yan/mi-yue-qu/zhe-mi-gong-rang-ren-fan-de-zhi-xiang-tang-ping"
"zero-point-essay","零分作文","pnku-2","觅月-夏-#7","may,yu-mu-hua","ternary","https://pnku2.pkupuzzle.art/#/game/miyue/summer_07","https://puzzle-and-key-universe.gitbook.io/puzzle-and-key-universe-2-archive/p-and-ku2-be-spring/mi-ti-jie-xi-yu-fu-yan/mi-yue-qu/ling-fen-zuo-wen"
"slide-specification-power-point","幻灯片规范使用手册","pnku-2","觅月-夏-#8","may,yu-mu-hua,winfrid","morse-code,semaphore,chessboard,repeating-decimal,power-point,vocaloid,sub-puzzle","https://pnku2.pkupuzzle.art/#/game/miyue/summer_08","https://puzzle-and-key-universe.gitbook.io/puzzle-and-key-universe-2-archive/p-and-ku2-be-spring/mi-ti-jie-xi-yu-fu-yan/mi-yue-qu/huan-deng-pian-gui-fan-shi-yong-shou-ce"
"dringing-alone-to-spend-the-night-with-bright-lights","独酌以度华灯夜","pnku-2","觅月-夏-#9","the-celestial-force","binary,decathlon,and-then-there-were-none,date-a-live,persona","https://pnku2.pkupuzzle.art/#/game/miyue/summer_09","https://puzzle-and-key-universe.gitbook.io/puzzle-and-key-universe-2-archive/p-and-ku2-be-spring/mi-ti-jie-xi-yu-fu-yan/mi-yue-qu/du-zhuo-yi-du-hua-deng-ye"
"meta-summer","Meta：夏","pnku-2","觅月-夏-Meta","winfrid","foreign-language-cycle","https://pnku2.pkupuzzle.art/#/game/miyue/summer_meta","https://puzzle-and-key-universe.gitbook.io/puzzle-and-key-universe-2-archive/p-and-ku2-be-spring/mi-ti-jie-xi-yu-fu-yan/mi-yue-qu/meta-xia"
"meta-secret-covenant-of-spring","Meta：春之密约","pnku-2","觅月-春-Meta","winfrid","braille","https://pnku2.pkupuzzle.art/#/game/miyue/spring_meta","https://puzzle-and-key-universe.gitbook.io/puzzle-and-key-universe-2-archive/p-and-ku2-be-spring/mi-ti-jie-xi-yu-fu-yan/mi-yue-qu/meta-chun-zhi-mi-yue"
"postmodern-cultural-confidence","后现代文化自信","pnku-2","觅月-秋-#1","may","arknights,genshin-impact","https://pnku2.pkupuzzle.art/#/game/miyue/autumn_01","https://puzzle-and-key-universe.gitbook.io/puzzle-and-key-universe-2-archive/p-and-ku2-be-spring/mi-ti-jie-xi-yu-fu-yan/mi-yue-qu/hou-xian-dai-wen-hua-zi-xin"
"value-21-university","在值为二十一的大学里","pnku-2","觅月-秋-#2","esc,yu-mu-hua,winfrid","ternary,kanto-expand,dialect,chinese-character-pronunciation","https://pnku2.pkupuzzle.art/#/game/miyue/autumn_02","https://puzzle-and-key-universe.gitbook.io/puzzle-and-key-universe-2-archive/p-and-ku2-be-spring/mi-ti-jie-xi-yu-fu-yan/mi-yue-qu/zai-zhi-wei-er-shi-yi-de-da-xue-li"
"bait-free-fishing-hook-birth-edge-hanging","无饵钓钩桦边垂","pnku-2","觅月-秋-#3","winfrid,e-ban-du","chessboard,chinese-character-riddle","https://pnku2.pkupuzzle.art/#/game/miyue/autumn_03","https://puzzle-and-key-universe.gitbook.io/puzzle-and-key-universe-2-archive/p-and-ku2-be-spring/mi-ti-jie-xi-yu-fu-yan/mi-yue-qu/wu-er-diao-gou-hua-bian-chui"
"creating-characters-is-an-art-of-simplifying-complications","造字是门化繁为简的艺术","pnku-2","觅月-秋-#4","winfrid","isomerism-character","https://pnku2.pkupuzzle.art/#/game/miyue/autumn_04","https://puzzle-and-key-universe.gitbook.io/puzzle-and-key-universe-2-archive/p-and-ku2-be-spring/mi-ti-jie-xi-yu-fu-yan/mi-yue-qu/zao-zi-shi-men-hua-fan-wei-jian-de-yi-shu"
"83-postcards-of-love","爱的八十三张明信片","pnku-2","觅月-秋-#5","may,seven-king-plus,es,the-celestial-force,yu-mu-hua,winfrid,fivero,sonic,potto,e-ban-du,bryant,yellow-old-9,mahir-wu,kolchicin,mountain-south,birth-struggle,luo-ye-zi,hs-300,cha-cha,hauru,snow,taiga,ventus,d-3-d-4,evangelina,lan-zha-te,da-hui-lang,jing-zhe,lan-er,moon-down-bi-side,mao-fu-li-li-zi,tun-shu-tun-shu,vladimir,super-high-school-level-xi-xi-xi-xi-xi-xi-xi-xi-xi,10000-have-yin-li,cipher-two,x,east-jun,wei-zhen-si-fang,8-gua-guo-jia,fu-tao,jojo-yks,bithiah,lost-soul,water-qin-xin,vinsta-g-173,da-mo-tou-ssss,happy,loli-north,f-b-h,mu-gui-ying-bao-zhe-suo-lin-nang,kong-kong,jiang-zhen,pegasus,col,you-fan-bing-le,feng-ying-zi-yuan-degree,xiao-piao,tu-three-moon,lorraine,bubble,ji-cai,juan-zi,j-carlson,you-ren-a,luan-shi-xiao-xiong","sub-puzzle","https://pnku2.pkupuzzle.art/#/game/miyue/autumn_05","https://puzzle-and-key-universe.gitbook.io/puzzle-and-key-universe-2-archive/p-and-ku2-be-spring/mi-ti-jie-xi-yu-fu-yan/mi-yue-qu/ai-de-ba-shi-san-zhang-ming-xin-pian"
"foreign-canvas-boat","他乡帆布船","pnku-2","觅月-秋-#6","winfrid","other-base-system,fictional-languages,nonogram,hashi,minesweeper,slant","https://pnku2.pkupuzzle.art/#/game/miyue/autumn_06","https://puzzle-and-key-universe.gitbook.io/puzzle-and-key-universe-2-archive/p-and-ku2-be-spring/mi-ti-jie-xi-yu-fu-yan/mi-yue-qu/ta-xiang-fan-bu-chuan"
"puzzle-and-kakasong","谜与卡卡颂","pnku-2","觅月-秋-#7","may","pigpen,carcassonne","https://pnku2.pkupuzzle.art/#/game/miyue/autumn_07","https://puzzle-and-key-universe.gitbook.io/puzzle-and-key-universe-2-archive/p-and-ku2-be-spring/mi-ti-jie-xi-yu-fu-yan/mi-yue-qu/mi-yu-ka-ka-song"
"leida-peak-reflection-wave-diagram","雷达峰的反射电波图","pnku-2","觅月-秋-#8","may","radar-chart,inductive-features","https://pnku2.pkupuzzle.art/#/game/miyue/autumn_08","https://puzzle-and-key-universe.gitbook.io/puzzle-and-key-universe-2-archive/p-and-ku2-be-spring/mi-ti-jie-xi-yu-fu-yan/mi-yue-qu/lei-da-feng-de-fan-she-dian-bo-tu"
"meta-autumn","Meta：秋","pnku-2","觅月-秋-Meta","winfrid","kanto-expand","https://pnku2.pkupuzzle.art/#/game/miyue/autumn_meta","https://puzzle-and-key-universe.gitbook.io/puzzle-and-key-universe-2-archive/p-and-ku2-be-spring/mi-ti-jie-xi-yu-fu-yan/mi-yue-qu/meta-qiu"
